date,levels
2023-10-31,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-01,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-02,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-03,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-06,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-07,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-11-08,"4551.696717329694,4727.7351591580145,4880.457770560514,5195.531678754233"
2023-11-09,"4551.696717329694,4727.7351591580145,4875.455071419847,5195.531678754233"
2023-11-10,"4551.696717329694,4727.7351591580145,4875.455071419847,5195.531678754233"
2023-11-13,"4551.696717329694,4727.7351591580145,4880.457770560514,5195.531678754233"
2023-11-14,"4551.696717329694,4727.7351591580145,4880.457770560514,5195.531678754233"
2023-11-15,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-16,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-17,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-20,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-21,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-22,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-23,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-24,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-27,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-28,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-29,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-11-30,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-12-01,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-12-04,"4551.696717329694,4727.7351591580145,4880.457770560514,4976.490405341987,5195.531678754233"
2023-12-05,"4551.696717329694,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-06,"4547.031013757026,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-07,"4547.031013757026,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-08,"4547.031013757026,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-11,"4547.031013757026,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-12,"4547.031013757026,4727.7351591580145,4875.455071419847,4976.490405341987,5195.531678754233"
2023-12-13,"4551.696717329694,4727.7351591580145,4875.455071419847,4976.490405341987,5190.206014014053"
2023-12-14,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5189.6994737749055"
2023-12-15,"4551.932103079223,4727.116965731147,4878.2437023570665,4976.44662637786,5189.6994737749055,5277.537803666819"
2023-12-18,"4551.932103079223,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-19,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-20,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-21,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-22,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-27,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-28,"4547.159665924713,4727.116965731147,4878.2437023570665,4976.44662637786,5195.146283741793,5277.537803666819"
2023-12-29,"4547.05349464702,4726.014830233093,4875.287509101663,4980.972344168634,5193.692483659532,5272.24957303978"
2024-01-02,"4547.05349464702,4726.014830233093,4875.287509101663,4980.972344168634,5193.692483659532,5272.24957303978"
2024-01-03,"4547.05349464702,4726.014830233093,4875.287509101663,4980.972344168634,5193.692483659532,5272.24957303978"
2024-01-04,"4449.736987593181,4547.418953219336,4725.059138017074,4878.38212633864,4979.109748057519,5193.476943909614,5273.696350175531"
2024-01-05,"4547.418953219336,4725.059138017074,4878.38212633864,4979.109748057519,5193.476943909614,5273.696350175531"
2024-01-08,"4547.418953219336,4725.059138017074,4878.38212633864,4979.109748057519,5193.476943909614,5273.696350175531"
2024-01-09,"4548.886497790655,4726.638627216997,4878.984911170498,4976.684932710824,5198.566758310255,5274.704301420163"
2024-01-10,"4548.886497790655,4726.638627216997,4878.984911170498,4976.684932710824,5198.566758310255,5274.704301420163"
2024-01-11,"4548.886497790655,4726.638627216997,4878.984911170498,4976.684932710824,5198.566758310255,5274.704301420163"
2024-01-12,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5198.566758310255,5274.704301420163,5597.964425209381"
2024-01-15,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5198.566758310255,5274.704301420163,5597.964425209381"
2024-01-16,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5198.566758310255,5274.704301420163,5597.964425209381"
2024-01-17,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5191.699899615514,5274.704301420163,5597.964425209381"
2024-01-18,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5191.699899615514,5274.704301420163,5597.964425209381"
2024-01-19,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5198.566758310255,5274.704301420163,5597.964425209381"
2024-01-22,"4548.886497790655,4726.638627216997,4872.540192555464,4976.684932710824,5198.566758310255,5274.704301420163,5597.964425209381"
2024-01-23,"4551.49347691226,4725.143336696174,4875.883247633792,4977.034542214894,5198.217770955952,5274.108677034698,5595.669357466071"
2024-01-24,"4547.532867356109,4728.064937279345,4875.33610347321,4979.971769274868,5196.028448392416,5276.331632705765,5596.926955859677"
2024-01-25,"4547.532867356109,4728.064937279345,4875.33610347321,4979.971769274868,5196.028448392416,5276.331632705765,5596.926955859677"
2024-01-26,"4547.532867356109,4728.064937279345,4875.33610347321,4979.971769274868,5196.028448392416,5276.331632705765,5596.926955859677"
2024-01-29,"4547.532867356109,4728.064937279345,4875.33610347321,4979.971769274868,5196.028448392416,5276.331632705765,5596.926955859677"
2024-01-30,"4550.187888800077,4725.224064658695,4874.415970909567,4978.32706260225,5192.841888299201,5274.18294317693,5593.827941377641"
2024-01-31,"4552.1840741715305,4730.071404688327,4873.869027742223,4980.102575004228,5193.341824598134,5274.849957346285,5593.738755665665"
2024-02-01,"4552.1840741715305,4730.071404688327,4873.869027742223,4980.102575004228,5193.341824598134,5274.849957346285,5593.738755665665"
2024-02-02,"4552.677831014091,4728.099380361765,4874.479767151391,4976.598582245048,5193.629409328006,5276.629834914127,5594.7494969838235"
2024-02-05,"4552.677831014091,4728.099380361765,4874.479767151391,4976.598582245048,5193.629409328006,5276.629834914127,5594.7494969838235"
2024-02-06,"4552.677831014091,4728.099380361765,4874.479767151391,4976.598582245048,5193.629409328006,5276.629834914127,5594.7494969838235"
2024-02-07,"4552.677831014091,4728.099380361765,4874.479767151391,4976.598582245048,5193.629409328006,5276.629834914127,5594.7494969838235"
2024-02-12,"4725.760274159341,4875.366006471206,4975.477303345703,5195.971997614816,5274.002361387958,5598.019307376991,5751.808586074859"
2024-02-13,"4725.760274159341,4875.366006471206,4975.477303345703,5195.971997614816,5274.002361387958,5598.019307376991,5751.808586074859"
2024-02-15,"4725.0907810809385,4872.557403011187,4975.732911084467,5195.9375785226475,5276.395347284562,5595.225539302176,5753.750935749929"
2024-02-16,"4729.671482335023,4875.805355965051,4978.022429941304,5196.112274104424,5275.774426855676,5599.075025955425,5756.125739830737"
2024-02-19,"4729.671482335023,4875.805355965051,4978.022429941304,5196.112274104424,5275.774426855676,5599.075025955425,5756.125739830737"
2024-02-20,"4725.786094095883,4874.028698836069,4977.760603132815,5191.894444470864,5272.697611516047,5592.956644560611,5752.227026139584"
2024-02-21,"4728.670063238856,4874.064449687644,4975.751859976848,5192.678526712327,5271.904860035065,5593.378954034656,5757.430034460566"
2024-02-22,"4727.134772610688,4877.663056158844,4978.406665617367,5193.25227971403,5271.696193086632,5597.50110868067,5752.1775884866"
2024-02-23,"4727.134772610688,4877.663056158844,4978.406665617367,5193.25227971403,5271.696193086632,5597.50110868067,5752.1775884866"
2024-02-26,"4727.134772610688,4877.663056158844,4978.406665617367,5193.25227971403,5271.696193086632,5597.50110868067,5752.1775884866"
2024-02-27,"4728.9608573922005,4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-02-28,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-02-29,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-03-01,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-03-04,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-03-05,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605,5893.783829608247"
2024-03-06,"4871.959737722465,4980.426542336208,5191.193229017337,5272.5103458175,5596.202011057995,5757.962525477605"
2024-03-07,"4874.842201415913,4981.102449307804,5194.029610580077,5273.6942498294,5597.65560181183,5756.062126898724"
2024-03-08,"4871.8239858147,4976.631072881322,5193.057867020839,5276.622867113776,5594.6981952246415,5753.196752751913,5995.414317682999"
2024-03-13,"4873.191607314002,4978.979270448861,5197.4937913112635,5272.44267139697,5591.202260613301,5753.617373613523,5997.535806799885"
2024-03-14,"4873.191607314002,4978.979270448861,5197.4937913112635,5272.44267139697,5591.202260613301,5753.617373613523,5997.535806799885"
2024-03-15,"4877.2119618516,4979.11258021013,5196.503990831102,5275.903337457092,5598.096772995578,5754.586943808867,5997.562570021402"
2024-03-18,"4876.305730087899,4979.81687206816,5193.477605949733,5275.943030871807,5597.021502957907,5753.474401102238,6000.329173976206"
2024-03-19,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5992.910593437597"
2024-03-20,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353,5992.910593437597"
2024-03-21,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353,5992.910593437597"
2024-03-22,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353,5992.910593437597"
2024-03-25,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353"
2024-03-26,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353"
2024-03-27,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5883.984630788353"
2024-03-28,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5891.698969239272"
2024-04-01,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5891.698969239272"
2024-04-02,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5891.698969239272"
2024-04-03,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5590.874973363434,5891.698969239272"
2024-04-04,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-05,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5598.205023403949,5761.919975390972,5891.698969239272"
2024-04-16,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-17,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-18,"4872.2858877280005,4975.503894993484,5195.348733660356,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-19,"4872.2858877280005,4975.503894993484,5202.160219586456,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-22,"4872.2858877280005,4975.503894993484,5074.255822559828,5202.160219586456,5277.678552064197,5354.293163452908,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-23,"4872.2858877280005,4975.503894993484,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-24,"4872.2858877280005,4975.503894993484,5074.255822559828,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-25,"4872.2858877280005,4975.503894993484,5074.255822559828,5284.597978463229,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-26,"4872.2858877280005,4975.503894993484,5074.255822559828,5284.597978463229,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-29,"4872.2858877280005,4975.503894993484,5074.255822559828,5284.597978463229,5590.874973363434,5761.919975390972,5891.698969239272"
2024-04-30,"4872.2858877280005,4975.503894993484,5074.255822559828,5277.678552064197,5590.874973363434,5761.919975390972,5891.698969239272"
2024-05-02,"4872.2858877280005,4975.503894993484,5074.255822559828,5277.678552064197,5590.874973363434,5891.698969239272"
2024-05-03,"4865.9063251325915,4975.503894993484,5074.255822559828,5277.678552064197,5590.874973363434,5891.698969239272"
2024-05-06,"4872.2858877280005,4975.503894993484,5074.255822559828,5277.678552064197,5590.874973363434,5891.698969239272"
2024-05-07,"4874.872401658709,4971.71422657526,5077.609172466548,5281.351580809352,5594.529736547036,5893.065438806235"
2024-05-08,"4875.736779474116,4974.825194593746,5075.927359522893,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-13,"4875.736779474116,4974.825194593746,5075.927359522893,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-14,"4875.736779474116,5075.927359522893,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-15,"4974.825194593746,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-16,"4875.736779474116,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-17,"4875.736779474116,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-20,"4981.979515261416,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-21,"4981.979515261416,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-22,"4981.979515261416,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-27,"4974.825194593746,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-28,"4974.825194593746,5276.748951599034,5596.996559489223,5894.175806542716"
2024-05-29,"4773.918410886611,4975.312251877361,5276.645959172678,5596.230179914277,5888.194589394538"
2024-05-30,"4769.760236558627,5278.1701140975865,5588.749717141037,5888.674420835431"
2024-05-31,"5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-03,"5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-04,"5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-05,"5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-06,"4773.798087189765,5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-07,"4773.798087189765,5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-10,"4773.798087189765,5279.14004492088,5590.1889213880395,5888.8363714627285"
2024-06-11,"4773.798087189765,5279.14004492088,5590.1889213880395,5899.061453794604"
2024-06-12,"4773.798087189765,5279.14004492088,5590.1889213880395,5899.061453794604"
2024-06-13,"4773.798087189765,5279.14004492088,5590.1889213880395,5899.061453794604"
2024-06-14,"4777.301535732318,5285.544428035674,5595.480040811815,5891.013838422013"
2024-06-19,"4486.891927264928,4769.318297905685,5280.083677510101,5591.711995484587,5899.865013022384"
2024-06-20,"4778.1487099024425,5270.3256483903415,5591.711995484587,5899.865013022384"
2024-06-21,"4778.1487099024425,5270.3256483903415,5591.711995484587,5899.865013022384"
2024-06-24,"4778.1487099024425,5202.522524450293,5591.711995484587,5899.865013022384"
2024-06-25,"4486.891927264928,4778.1487099024425,5202.522524450293,5591.711995484587,5899.865013022384"
2024-06-26,"4778.1487099024425,5270.3256483903415,5591.711995484587,5899.865013022384"
2024-06-27,"4778.1487099024425,5212.155015813573,5591.711995484587,5899.865013022384"
2024-06-28,"4673.254234016453,5221.805341773325,5591.711995484587,5899.865013022384"
2024-07-01,"4690.575352238454,5221.805341773325,5591.711995484587,5899.865013022384"
2024-07-02,"4699.259971354836,5212.155015813573,5591.711995484587,5899.865013022384"
2024-07-03,"4690.575352238454,5231.4735353503775,5591.711995484587,5899.865013022384"
2024-07-04,"4699.259971354836,5241.159629626695,5591.711995484587,5899.865013022384"
2024-07-05,"4699.259971354836,5250.8636577454945,5591.711995484587,5899.865013022384"
2024-07-08,"4690.575352238454,5250.8636577454945,5591.711995484587,5899.865013022384"
2024-07-09,"4690.575352238454,5339.012432822857,5591.711995484587,5899.865013022384"
2024-07-10,"4690.575352238454,5348.89763580005,5591.711995484587,5899.865013022384"
2024-07-11,"4690.575352238454,5329.145498514192,5591.711995484587,5899.865013022384"
2024-07-12,"4690.575352238454,5309.466300916832,5591.711995484587,5899.865013022384"
2024-07-15,"4690.575352238454,5309.466300916832,5591.711995484587,5899.865013022384"
2024-07-16,"4690.575352238454,5299.6539702912,5591.711995484587,5899.865013022384"
2024-07-17,"4690.575352238454,5004.302161410076,5299.6539702912,5591.711995484587,5899.865013022384"
2024-07-18,"4690.575352238454,5013.567646974527,5299.6539702912,5591.711995484587,5899.865013022384"
2024-07-19,"4690.575352238454,5013.567646974527,5299.6539702912,5602.0650727176635,5899.865013022384"
2024-07-22,"4690.575352238454,5299.6539702912,5602.0650727176635,5899.865013022384"
2024-07-23,"4690.575352238454,5299.6539702912,5899.865013022384"
2024-07-24,"4690.575352238454,5299.6539702912,5899.865013022384"
2024-07-25,"4690.575352238454,5022.850287622739,5299.6539702912,5899.865013022384"
2024-07-26,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-07-29,"4690.575352238454,5022.850287622739,5299.6539702912,5899.865013022384"
2024-07-30,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-07-31,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-01,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-02,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-05,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-06,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-07,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-08,"4690.575352238454,5013.567646974527,5299.6539702912,5899.865013022384"
2024-08-09,"4690.575352238454,5013.567646974527,5899.865013022384"
2024-08-12,"4699.259971354836,5013.567646974527,5899.865013022384"
2024-08-13,"4699.259971354836,5013.567646974527,5899.865013022384"
2024-08-14,"4699.259971354836,5013.567646974527,5899.865013022384"
2024-08-15,"4699.259971354836,5013.567646974527,5899.865013022384"
2024-08-16,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-19,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-20,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-21,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-22,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-23,"4699.259971354836,5013.567646974527,5289.859773659994,5458.850319410169,5899.865013022384"
2024-08-26,"4699.259971354836,5013.567646974527,5289.859773659994,5468.957402716013,5899.865013022384"
2024-08-27,"4699.259971354836,5013.567646974527,5289.859773659994,5910.788636805918"
2024-08-28,"4699.259971354836,5013.567646974527,5289.859773659994,5910.788636805918"
2024-08-29,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-08-30,"4699.259971354836,5013.567646974527,5289.859773659994,5899.865013022384"
2024-09-02,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-03,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-04,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-05,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-06,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-09,"4699.259971354836,5013.567646974527,5299.6539702912,5899.865013022384"
2024-09-10,"4699.259971354836,5013.567646974527,5299.6539702912,5921.7324857227895"
2024-09-11,"4699.259971354836,5013.567646974527,5299.6539702912,5932.696597219915"
2024-09-12,"4699.259971354836,5022.850287622739,5299.6539702912,5921.7324857227895"
2024-09-13,"4699.259971354836,5022.850287622739,5299.6539702912,5643.669424530155"
2024-09-17,"4699.259971354836,5022.850287622739,5299.6539702912,5643.669424530155"
2024-09-18,"4702.405975798312,5015.258463244425,5301.287429487981,5643.876700487081"
2024-09-19,"4701.720364941681,5017.258736898464,5302.06130105051,5648.709025906428"
2024-09-20,"4701.720364941681,5017.258736898464,5302.06130105051,5648.709025906428"
2024-09-23,"4701.720364941681,5017.258736898464,5302.06130105051,5648.709025906428"
2024-09-24,"4701.720364941681,5017.258736898464,5302.06130105051,5648.709025906428"
2024-09-25,"4701.720364941681,5017.258736898464,5302.06130105051,5648.709025906428"
2024-09-26,"4701.720364941681,5017.258736898464,5302.06130105051,5639.543638496719"
2024-09-27,"4701.720364941681,5017.258736898464,5302.06130105051,5459.327028955124,5639.543638496719"
2024-09-30,"4701.720364941681,5017.258736898464,5345.286126135689,5459.327028955124,5639.543638496719"
2024-10-01,"4482.98248893429,4703.812775650837,5023.311461412222,5355.920061926914,5459.932585044925,5646.838535843373"
2024-10-02,"4705.684101222199,5020.955797674738,5348.883134274521,5460.004999958012,5644.406896108713"
2024-10-03,"4702.811379990208,5019.96243618097,5350.375182189424,5456.988301546631,5642.272342036648"
2024-10-04,"4702.811379990208,5019.96243618097,5350.375182189424,5456.988301546631"
2024-10-07,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-08,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-09,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-10,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-11,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-14,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-15,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-16,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-17,"4702.811379990208,5019.96243618097,5350.375182189424"
2024-10-18,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-10-21,"4702.811379990208,5019.96243618097,5350.375182189424,5633.71544824002"
2024-10-22,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-10-23,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-10-24,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-10-25,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-10-28,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-10-29,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-10-30,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-10-31,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-11-01,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-11-04,"4702.811379990208,5019.96243618097,5350.375182189424,5642.272342036648"
2024-11-05,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-06,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-07,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-08,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-11,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-12,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-13,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-14,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-15,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-18,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-19,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-20,"4702.811379990208,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-21,"4709.954349473468,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-22,"4709.954349473468,4855.11415043729,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-25,"4709.954349473468,4855.11415043729,5012.349318127552,5358.501718331822,5642.272342036648"
2024-11-26,"4709.954349473468,4855.11415043729,5012.349318127552,5358.501718331822,5642.272342036648"
2024-11-28,"4709.954349473468,4855.11415043729,5019.96243618097,5358.501718331822,5642.272342036648"
2024-11-29,"4479.86745280195,4709.954349473468,4855.11415043729,5012.349318127552,5358.501718331822,5642.272342036648"
2024-12-02,"4709.954349473468,4855.11415043729,5012.349318127552,5358.501718331822,5642.272342036648"
2024-12-03,"4709.954349473468,4855.11415043729,5019.96243618097,5358.501718331822,5642.272342036648"
2024-12-04,"4709.954349473468,4855.11415043729,5019.96243618097,5358.501718331822,5642.272342036648"
2024-12-05,"4709.954349473468,4855.11415043729,5019.96243618097,5358.501718331822,5642.272342036648"
2024-12-06,"4706.467426264692,4853.978128432193,5020.176720807606,5354.796288931383,5647.980281865335"
2024-12-09,"4709.69964267835,4854.889100878167,5018.387041684294,5354.6916038636655,5643.00530768559"
2024-12-10,"4709.69964267835,4854.889100878167,5018.387041684294,5102.189359745977,5354.6916038636655,5643.00530768559"
2024-12-11,"4709.69964267835,4854.889100878167,5018.387041684294,5102.189359745977,5354.6916038636655,5643.00530768559"
2024-12-12,"4709.69964267835,4861.593942015538,5018.387041684294,5102.189359745977,5354.6916038636655,5643.00530768559"
2024-12-13,"4714.081994950727,4857.926488673092,5018.212520240676,5097.262845601471,5354.824868060612,5645.728261443877"
2024-12-16,"4709.106877315573,4861.468321496791,5018.759364915778,5099.303129002123,5354.859600504487,5642.440873073791"
2024-12-17,"4713.084263769282,4858.798303753294,5015.652966523726,5102.7198629750765,5351.797096475109,5642.834603642725"
2024-12-18,"4711.4487573272445,4862.1356973836455,5017.642079414928,5100.740284323516,5358.383682082309,5644.472042646576"
2024-12-19,"4710.519161096369,4861.885580770118,5018.1159638885065,5101.944377198595,5353.856234499302,5643.648674480143"
2024-12-20,"4715.987622103398,4858.272357573106,5012.685887083009,5099.695427272329,5353.1155803569945,5645.563500355308"
2024-12-23,"4858.272357573106,5012.685887083009,5099.695427272329,5353.1155803569945,5645.563500355308"
2024-12-24,"4858.272357573106,5012.685887083009,5099.695427272329,5353.1155803569945,5645.563500355308"
2024-12-27,"4858.272357573106,5012.685887083009,5353.1155803569945,5645.563500355308"
2024-12-30,"4858.272357573106,5012.685887083009,5353.1155803569945,5645.563500355308"
2025-01-02,"4858.272357573106,5012.685887083009,5353.1155803569945,5645.563500355308"
2025-01-03,"5012.685887083009,5353.1155803569945,5645.563500355308"
2025-01-06,"4997.0262138117405,5353.1155803569945,5645.563500355308"
2025-01-07,"4367.978636043295,4989.214732096252,5353.1155803569945,5645.563500355308"
2025-01-08,"4367.978636043295,4997.0262138117405,5353.1155803569945,5645.563500355308"
